68,63,79,57
64,70,65,68
75,56,70,61
74,56,76,57
81,71,71,60
72,59,71,60
75,56,81,72
90,56,89,65
90,49,88,62
89,45,89,45
89,58,89,47
90,56,88,30
92,26,89,25
84,22,85,21
90,25,86,21
73,12,84,19
68,13,65,20
65,17,65,11
65,12,65,16
67,28,59,15
72,28,58,17
61,35,55,41
51,39,55,39
39,26,37,42
40,25,23,30
23,29,33,29
23,30,34,30
12,26,11,35
13,41,24,25
13,21,23,21
13,19,23,22
22,11,24,21
17,11,26,12
13,12,29,13
28,13,14,13
33,14,32,12
32,11,19,11
32,21,31,10
38,22,52,12
51,10,53,17
59,19,63,33
68,27,65,31
55,37,53,38
70,25,59,35
69,27,66,31
67,30,66,17
72,12,66,17
66,11,64,11
80,18,81,18
79,15,76,12
81,16,90,23
88,34,76,43
92,50,75,40
88,52,74,44
77,70,85,71
89,69,86,71
78,73,83,74
74,57,68,63
64,69,67,65
68,63,74,59
65,67,67,64
73,77,69,62
75,76,71,78
61,72,72,78
62,69,62,69
70,86,74,83
68,88,63,88
61,88,59,87
71,87,58,87
55,76,64,88
62,73,35,83
36,91,35,88
56,73,55,68
54,77,56,72
54,61,36,60
35,63,34,62
38,55,55,58
54,71,53,71
54,53,55,57
53,70,53,68
56,57,56,60
46,41,50,41
54,42,42,42
39,43,40,43
53,42,38,43
58,54,61,37
73,40,73,39
66,56,66,55
69,55,70,55
68,55,67,55
71,55,62,55
65,55,76,54
68,56,77,54
69,56,67,56
66,55,55,53
57,57,56,56
61,39,56,56
59,40,60,40
58,41,57,41
38,44,36,49
36,59,38,46
37,62,37,62
37,62,37,53
55,57,37,52
47,41,54,62
38,44,42,41
53,43,52,43
42,41,55,41
55,40,55,41
73,44,52,57
73,46,73,46
67,33,67,33
63,35,75,47
67,33,68,32
76,40,61,36
65,33,69,27
63,34,69,27
70,28,73,41
90,32,71,39
91,31,70,40
89,43,72,39
89,44,76,44
73,55,73,44
69,54,70,54
76,57,76,57
72,43,78,43
78,44,77,44
54,42,73,40
60,39,59,41
36,58,37,53
36,62,35,62
36,61,35,62
43,41,36,62
39,41,35,42
47,43,51,43
44,42,54,40
52,57,61,54
63,35,64,35
71,28,62,35
67,31,71,45
86,21,88,23
90,33,89,37
89,40,88,42
73,38,72,38
91,50,76,45
73,45,75,45
76,40,74,44
77,56,71,54
70,53,71,53
75,57,90,57
89,60,90,51
89,62,90,52
89,59,89,59
90,58,89,62
91,67,90,68
80,72,91,67
86,71,82,73
74,77,71,60
78,56,68,64
64,69,77,56
66,66,64,69
66,66,65,68
75,56,76,56
76,56,69,62
76,56,72,60
81,71,73,59
70,61,80,72
75,57,76,56
76,73,77,73
75,74,83,75
88,69,81,71
89,67,90,63
86,72,88,69
77,73,82,73
88,69,78,71
78,71,76,72
72,75,83,74
86,72,76,73
89,60,89,68
77,72,86,72
90,66,87,71
87,71,89,68
83,74,91,65
85,73,89,59
89,59,76,55
76,54,76,55
74,57,71,44
77,42,71,45
90,48,72,45
76,42,91,50
90,51,89,41
74,54,90,50
88,68,87,69
77,70,89,69
78,73,82,73
74,77,70,60
68,64,64,69
63,70,69,62
77,57,64,69
75,57,61,73
73,61,72,61
66,65,60,70
56,73,60,70
52,88,57,89
44,87,46,87
41,88,40,87
38,87,39,87
35,86,35,82
36,89,35,89
36,80,55,75
54,67,53,64
49,89,55,75
54,89,57,88
51,89,68,87
61,71,73,77
74,81,73,81
63,69,74,84
74,75,72,86
76,81,74,75
61,88,76,80
73,79,77,80
74,76,75,75
79,73,75,83
73,79,77,80
64,89,74,84
79,73,75,75
73,79,77,80
77,70,75,75
69,87,79,73
73,79,77,81
71,86,76,82
73,79,79,74
78,72,65,67
79,74,67,65
75,77,69,64
63,68,61,70
70,63,71,63
71,60,62,69
63,68,71,60
72,61,78,73
70,63,68,64
70,62,78,74
70,61,74,57
71,60,91,60
90,55,90,63
74,43,77,42
77,41,71,44
76,41,73,45
68,54,68,54
77,42,73,42
65,54,66,54
72,56,70,56
56,54,66,55
55,41,57,58
61,39,59,39
55,64,54,69
55,65,56,74
48,89,52,89
41,87,60,87
57,88,35,80
35,89,35,88
55,76,55,72
55,75,56,71
37,59,54,61
38,56,34,62
56,61,38,54
54,53,56,59
54,53,56,59
54,53,56,59
55,63,56,60
54,89,50,89
47,88,58,88
45,88,41,87
36,89,35,81
55,73,36,89
54,64,55,66
59,88,47,88
63,87,46,87
46,87,60,88
45,87,49,88
35,88,36,80
55,68,55,72
54,67,55,72
54,66,53,62
54,78,38,58
37,58,36,60
36,60,38,55
38,55,37,58
20,67,20,70
34,60,34,47
34,48,34,60
34,39,36,42
29,28,25,29
39,30,22,30
39,30,23,29
35,29,26,29
12,27,11,31
12,39,11,30
12,37,13,24
11,51,13,41
12,65,21,65
17,65,11,65
36,62,17,65
35,63,35,64
36,61,34,62
36,55,34,46
33,45,33,44
33,45,34,46
36,53,34,60
19,65,22,67
17,64,18,64
17,64,15,64
13,45,12,51
13,37,13,38
13,29,13,35
26,29,25,31
18,11,10,12
18,11,22,12
22,25,25,21
31,9,51,10
53,18,53,19
47,41,37,24
40,39,42,40
39,39,41,40
41,40,52,39
56,38,59,35
55,40,42,39
60,17,58,36
71,30,68,11
64,12,74,12
76,12,63,12
81,16,78,13
82,20,77,12
80,17,78,13
74,12,81,18
82,21,80,16
79,14,80,16
80,16,82,19
80,16,69,28
81,16,83,19
84,20,67,26
72,30,71,30
78,41,74,41
60,37,64,35
60,56,55,55
47,42,36,42
37,39,38,52
34,60,37,50
19,69,20,64
20,63,26,80
35,80,20,73
23,80,24,80
28,81,24,79
46,88,35,85
49,88,46,89
50,88,50,88
54,87,35,79
37,88,38,88
36,80,35,88
54,67,54,68
56,75,55,70
50,89,46,89
54,88,42,88
57,87,41,87
73,77,58,88
74,82,72,76
68,89,73,84
75,82,75,80
75,80,75,76
59,73,78,72
76,76,65,67
73,61,71,62
74,61,57,74
72,60,63,68
71,63,57,74
60,73,63,68
63,68,57,74
56,75,57,77
62,89,57,74
59,88,46,87
47,87,62,87
59,88,60,88
73,82,68,91
73,78,70,88
75,82,73,84
71,87,76,81
75,80,75,80
78,72,59,73
69,64,70,63
79,72,72,62
64,67,67,65
72,62,69,64
67,65,64,67
69,64,59,75
74,61,59,74
56,75,60,72
56,74,61,70
60,71,59,72
58,89,63,89
46,87,46,87
57,89,35,86
36,90,38,88
36,79,36,79
33,60,40,60
19,70,19,74
20,67,20,75
19,70,28,81
20,67,24,80
20,72,19,72
30,81,22,67
13,74,19,76
14,72,12,81
14,72,21,73
18,89,13,87
12,83,12,85
13,87,12,73
11,76,13,87
14,87,26,87
26,88,23,90
21,74,26,88
17,75,21,66
19,72,20,66
20,68,36,57
35,53,35,51
35,57,34,49
36,55,33,63
34,44,36,54
35,41,11,49
12,40,12,53
11,47,13,56
20,65,12,57
10,65,17,65
35,62,35,60
34,54,35,63
36,54,35,63
35,49,33,63
34,58,34,47
37,42,35,56
34,39,36,42
38,29,29,28
38,29,27,29
32,28,25,29
11,29,12,38
13,20,12,20
16,11,20,11
28,13,27,13
12,14,29,13
26,13,11,14
12,21,13,12
12,31,14,31
23,30,10,30
21,65,17,65
17,65,10,65
11,63,36,61
35,56,35,60
35,60,36,63
35,62,35,63
35,56,34,47
36,41,33,40
29,28,35,40
39,30,25,29
23,30,27,29
11,32,25,29
11,37,13,28
12,29,35,49
34,52,36,44
34,51,34,53
33,62,37,60
36,80,31,81
56,70,55,76
55,65,55,71
47,89,55,75
43,88,52,89
37,87,55,87
41,87,56,87
70,86,73,82
74,79,72,76
71,87,70,88
75,82,75,82
75,76,76,81
79,72,59,72
65,66,70,63
73,61,70,63
65,66,74,61
65,66,72,60
64,67,71,63
60,73,63,68
56,74,57,77
57,74,58,89
62,89,54,88
46,87,52,89
47,87,58,88
49,88,58,88
70,87,62,87
73,82,70,87
74,81,67,88
68,88,75,81
75,82,75,82
75,80,75,80
75,76,75,80
62,69,59,72
76,76,64,67
72,61,79,72
68,63,78,75
80,70,77,76
74,57,72,60
77,74,78,73
88,69,83,75
76,54,90,55
90,49,89,62
77,41,71,44
77,41,77,41
66,54,67,54
61,54,65,55
62,54,61,54
57,57,56,54
37,57,54,55
54,73,36,59
50,89,55,89
63,87,59,88
58,88,45,87
72,84,65,88
72,76,75,82
75,80,72,85
75,80,76,81
75,77,75,76
59,73,65,67
76,76,70,63
67,65,79,72
63,68,73,61
57,74,67,65
74,61,67,65
56,74,64,67
66,66,64,67
57,75,56,74
57,75,60,72
61,70,56,74
46,87,58,89
37,60,35,85
28,80,29,80
25,79,26,79
27,80,26,80
34,80,24,79
19,76,20,73
20,73,21,67
23,66,13,73
21,71,13,72
14,71,19,74
15,73,13,73
12,89,14,73
12,89,11,88
22,87,23,87
11,88,10,84
26,89,10,85
13,89,26,90
26,89,13,89
25,90,26,88
24,89,21,74
22,74,21,66
20,73,19,72
20,68,11,58
12,54,11,58
13,53,15,65
13,50,11,50
10,50,12,56
9,31,10,50
25,29,25,31
9,12,25,13
22,13,13,11
31,21,25,21
51,10,31,9
53,19,53,18
37,30,37,30
37,26,37,30
37,30,36,29
45,12,36,12
30,13,49,13
36,12,30,12
46,13,45,13
31,11,44,12
34,12,23,22
24,21,13,24
12,10,16,10
11,13,12,19
10,30,10,50
22,64,21,64
16,66,15,66
21,64,11,63
12,65,35,57
35,60,35,60
36,63,37,63
35,63,34,50
12,49,11,54
13,62,13,44
13,63,12,47
14,45,11,51
